Slide_ID,Data_point,root1,root1_y,root1_x,root2,root2_y,root2_x,root3,root3_y,root3_x,root4,root4_y,root4_x,root5,root5_y,root5_x,root6,root6_y,root6_x,root7,root7_y,root7_x,root8,root8_y,root8_x,root9,root9_y,root9_x,root10,root10_y,root10_x,Notes
231 B,7,0,101,52.5,0,103,51.5,0,101,46,0,96,46,0,107,45,0,103,43.5,0,102,40.5,0,102,38,0,104,33,0,105,31.5,
231 B,8,0,102,52.5,0,104,51.5,0,102,46,0,97,46,0,108,46,0,104,43.5,0,103,40,0,103,38.5,0,105,33,0,106,30.5,
231 B,9,0,103,52,0,105,52,0,103,46,0,98,46,0,109,46,0,105,44,0,104,40,0,104,39,0,106,33,0,107,30.5,
231 B,10,0,104,52.5,0,106,52,0,104,46,0,99,46,0,110,46.5,0,106,44,0,105,39.5,0,105,39,0,107,33,0,108,30,
204 B,1,0,96,65.5,0,93,64.5,0,93,57.5,0,95,51.5,0,95,45,0,95,37,0,94,35.5,0,95,27.5,0,99,23.5,0,95,20.5,
204 B,2,0,97,65.5,0,94,64.5,0,94,57,0,96,51.5,0,96,45,0,96,37,0,95,35.5,1,96,27,0,100,24,0,96,20.5,
204 B,3,0,98,65.5,0,95,64.5,1,95,57.5,0,97,50.5,0,97,44.5,0,97,37,0,96,35,0,97,27,0,101,24,0,97,20.5,
204 B,4,0,99,66.5,0,96,63.5,0,96,56,0,98,50.5,0,98,44.5,0,98,36.5,0,97,34.5,0,98,27,0,102,23.5,1,98,20.5,
204 B,5,0,100,66.5,0,97,63.5,0,97,56,0,99,50.5,0,99,44,0,99,36.5,0,98,34.5,1,99,27.5,0,103,23.5,0,99,20.5,
204 B,6,0,101,66.5,0,98,63,0,98,55.5,0,100,50,0,100,43.5,0,100,36.5,0,99,34,0,100,27.5,1,104,23,0,100,21,
204 B,7,0,102,66.5,0,99,62.5,0,99,55.5,0,101,50,0,101,43.5,0,101,36,0,100,34,0,101,27.5,0,105,24,0,101,21,
204 B,8,0,103,66,0,100,62,0,100,55.5,0,102,50,0,102,43,0,102,36,0,101,34,0,102,27.5,0,106,24,0,102,21,
204 B,9,0,104,66,0,101,61.5,0,101,55.5,0,103,50.5,0,103,42.5,0,103,36,0,102,34.5,0,103,27.5,0,107,24,0,103,21,
204 B,10,0,105,66,0,102,61.5,0,102,55,0,104,50.5,0,104,41.5,0,104,36,0,103,34.5,0,104,27.5,0,108,24,0,104,21,
264 B,1,0,92,52,0,95,50.5,1,93,44.5,0,92,40.5,0,93,38,1,92,44.5,0,93,44,0,94,41,0,93,38,0,95,38,
264 B,2,0,93,52,0,96,50.5,0,94,44.5,0,93,41,0,94,38,0,93,44.5,0,94,44,0,95,41,0,94,38,0,96,39,
264 B,3,0,94,52,0,97,50.5,0,95,44,0,94,41,0,95,38.5,0,94,44.5,0,95,43.5,0,96,41,0,95,38,0,97,39.5,
264 B,4,0,95,53,0,98,50.5,0,96,44,0,95,41,0,96,39.5,0,95,43.5,0,96,43.5,0,97,40.5,0,96,38.5,0,98,39.5,
264 B,5,0,96,53,0,99,49.5,0,97,44,0,96,41,0,97,39,0,96,43.5,0,97,43.5,0,98,40.5,0,97,39.5,0,99,39.5,
264 B,6,0,97,53.5,0,100,49.5,0,98,44,0,97,41,0,98,39.5,0,97,44,0,98,43.5,0,99,40.5,0,98,39.5,0,100,39.5,
264 B,7,0,98,53.5,0,101,47.5,0,99,44,0,98,40.5,0,99,39.5,0,98,44,0,99,43.5,0,100,40,0,99,39.5,0,101,39.5,
264 B,8,0,99,54,0,102,49,0,100,43.5,0,99,40.5,0,100,39.5,0,99,44,0,100,43.5,0,101,40,0,100,39.5,0,102,39.5,
264 B,9,0,100,53.5,0,103,48.5,0,101,43.5,0,100,40.5,0,101,39.5,0,100,43.5,0,101,43.5,0,102,40,0,101,39.5,0,103,39.5,
264 B,10,0,101,53,0,104,48.5,0,102,43.5,0,101,40.5,0,102,40,0,101,43.5,0,102,43,0,103,40,0,102,39.5,0,104,39.5,
156 B,1,0,97,57,0,98,52,0,94,49,0,93,43.5,0,94,49,0,93,40,0,99,39,0,95,37.5,0,97,32.5,0,97,28.5,NOTE: Had 11 sampled but ignored. a root
156 B,2,1,98,56.5,0,99,51.5,0,95,48.5,0,94,44,0,95,48.5,0,94,40,0,100,39,0,96,37.5,0,98,33,0,98,28.5,
156 B,3,1,99,56,0,100,50.5,0,96,48.5,0,95,44.5,0,96,48.5,0,95,40,0,101,39,0,97,37,0,99,33,0,99,28.5,
156 B,4,0,100,55,0,101,50.5,0,97,48.5,0,96,45,0,97,48.5,0,96,40.5,0,102,39,0,98,37,0,100,33,0,100,29.5,
156 B,5,0,101,54.5,0,102,50.5,0,98,48,0,97,45,0,98,48.5,0,97,40.5,0,103,39,0,99,37,0,101,33,0,101,29.5,
156 B,6,0,102,54,0,103,51,1,99,48.5,0,98,45,1,99,48.5,0,98,40.5,0,104,39,0,100,37.5,0,102,33,0,102,30,
156 B,7,0,103,54,0,104,51,0,100,48.5,0,99,45,0,100,48.5,0,99,40,0,105,39,0,101,37.5,0,103,33,0,103,30,
156 B,8,0,104,53.5,0,105,51.5,0,101,48.5,0,100,45,0,101,48.5,0,100,40.5,0,106,39.5,0,102,37.5,0,104,33.5,0,104,30,
156 B,9,0,105,53.5,0,106,51.5,0,102,48,0,101,45,0,102,48.5,0,101,40.5,0,107,39.5,0,103,37.5,0,105,33.5,0,105,30,
156 B,10,0,106,54.5,0,107,51.5,0,103,48,1,102,45,0,103,48.5,0,102,40.5,0,108,39.5,0,104,37.5,0,106,35,0,106,30.5,
241 B,1,0,93,54,0,94,48,0,92,46.5,0,96,36.5,0,94,35.5,0,92,40.5,0,94,35,0,93,32,0,91,30,0,91,29.5,
241 B,2,0,94,53,0,95,48.5,0,93,46,0,97,37.5,0,95,36.5,0,93,40.5,0,95,35,0,94,32,0,92,30,0,92,28,
241 B,3,0,95,52,0,96,48.5,0,94,45.5,0,98,37.5,0,96,37.5,0,94,40,0,96,34.5,0,95,32,0,93,30,0,93,27,
241 B,4,0,96,51.5,0,97,48.5,0,95,45.5,1,99,38,0,97,38.5,0,95,40,0,97,34.5,0,96,31.5,0,94,30,0,94,26.5,
241 B,5,0,97,51,0,98,48.5,0,96,45.5,0,100,39.5,0,98,37.5,0,96,40,0,98,34.5,0,97,31.5,0,95,30,0,95,26,
241 B,6,0,98,51,0,99,48.5,0,97,45,0,101,39.5,0,99,39.5,0,97,40,0,99,35,0,98,32,0,96,29.5,0,96,26,
241 B,7,0,99,51.5,0,100,48.5,0,98,45,0,102,40,0,100,40,1,98,40,0,100,34,0,99,32,0,97,29.5,0,97,26,
241 B,8,0,100,51.5,0,101,48.5,0,99,44.5,0,103,40,0,101,40.5,0,99,40,0,101,34,0,100,32,1,98,29.5,0,98,25.5,
241 B,9,0,101,51.5,0,102,48,0,100,44,0,104,40,0,102,40.5,0,100,40.5,0,102,34,0,101,32,0,99,29,0,99,25,
241 B,10,0,102,52,0,103,48,0,101,43.5,0,105,39.5,0,103,40,0,101,40.5,0,103,34,0,102,32,0,100,28.5,0,100,25,
246 B,1,0,99,28.5,0,98,33,0,95,39.5,0,98,38.5,0,98,36,0,96,34,0,96,31,0,96,31,0,95,29.5,0,98,26,
246 B,2,0,100,29.5,1,99,33,0,96,39.5,0,99,38.5,0,99,36,0,97,34,0,97,31,1,97,31,1,96,29.5,0,99,25.5,
246,3,0,101,29.5,0,100,33,0,97,39.5,0,100,39,0,100,35.5,0,98,34,0,98,31,1,98,31,0,97,29.5,0,100,25,
246 B,4,0,102,29.5,0,101,33,0,98,39.5,0,101,39,0,101,35,0,99,34,1,99,31,1,99,31,0,98,28.5,0,101,25,
246 B,5,0,103,30,0,102,33,0,99,39.5,1,102,39,0,102,35,1,100,34,1,100,31,1,100,31,0,99,28.5,1,102,24.5,
246 B,6,0,104,30,0,103,33,1,100,39.5,1,103,38.5,0,103,34.5,0,101,33.5,1,101,31,1,101,31,0,100,28.5,0,103,24.5,
246 B,7,0,105,30,0,104,33.5,0,101,39.5,1,104,38.5,0,104,35,0,102,33.5,0,102,31.5,0,102,31.5,0,101,28.5,0,104,24.5,
246 B,8,1,106,30.5,1,105,33.5,0,102,39.5,0,105,38,0,105,35,0,103,33,0,103,33,0,103,32,0,102,28,0,105,24.5,
246 B,9,0,107,30.5,0,106,34,0,103,39.5,0,106,38,0,106,35,1,104,34,0,104,32,1,104,32,0,103,28,0,106,24.5,
246 B,10,0,108,30.5,1,107,34,0,104,39,0,107,37,0,107,35,1,105,32.5,1,105,33,0,105,31.5,0,104,28,0,107,25,
236 B,1,0,95,42.5,0,94,39,0,94,39.5,0,97,35,0,95,34,0,94,32,0,94,31.5,0,0,95,26.5,1,99,19,,,Only had 9 roots
236 B,2,0,96,43.5,0,95,39,0,95,39.5,0,98,35.5,0,96,34.5,0,95,32.5,0,95,31.5,0,0,96,26.5,1,100,19,,,
236 B,3,0,97,44,0,96,39.5,0,96,34.5,0,99,36,0,97,34.5,0,96,32.5,0,96,32.5,0,0,97,26.5,0,101,19,,,
236 B,4,0,98,44.5,0,97,39,0,97,34.5,0,100,36,0,98,35,0,97,33,0,97,32.5,0,0,98,26.5,0,102,19.5,,,
236 B,5,1,99,45,1,98,39.5,0,98,34,0,101,36,0,99,35.5,0,98,33.5,0,98,33,0,0,99,26,0,103,19.5,,,
236 B,6,0,100,44.5,1,99,39.5,0,99,35.5,0,102,36,0,100,35.5,0,99,33.5,0,99,33.5,0,0,100,26,0,104,19.5,,,
236 B,7,0,101,44.5,0,100,39.5,0,100,36,0,103,36,0,101,36,0,100,34,0,100,33.5,0,0,101,26,0,105,19,,,
236 B,8,0,102,44.5,0,101,39.5,0,101,36,0,104,36,0,102,36,0,101,34.5,0,101,34,0,1,102,26,0,106,20,,,
236 B,9,0,103,44.5,0,102,39,0,102,36,0,105,36,0,103,36,0,102,34,0,102,33.5,0,0,103,26,0,107,20,,,
236 B,10,0,104,44,0,103,39.5,0,103,36,0,106,36,0,104,36,0,103,34,1,103,33.5,0,0,104,26,0,108,19.5,,,
266 B,1,0,94,53.5,0,100,54.5,0,100,54.5,0,98,47,1,95,44,0,97,43.5,0,94,40,0,96,33.5,0,97,33.5,,,,Also only has 9 roots/they were so closed they looked like one
266 B,2,0,95,54,0,101,55.5,0,101,54,0,99,47,0,96,44,0,98,43.5,0,95,39.5,0,97,34,0,98,34,,,,
266 B,3,0,96,54.5,0,102,55,1,102,54.5,0,100,47,1,97,44,1,99,43.5,0,96,39.5,0,98,34,0,99,34,,,,
266 B,4,0,97,55,0,103,53,0,103,55,1,101,47.5,0,98,44,0,100,43.5,0,97,39,1,99,34.5,0,100,34.5,,,,
266 B,5,0,98,55,0,104,52.5,0,104,55,1,102,47.5,0,99,44,0,101,43.5,0,98,39,0,100,35,1,101,34.5,,,,
266 B,6,0,99,55,1,105,51.5,1,105,55,1,103,48,1,100,44,0,102,43.5,0,99,39,1,101,35,0,102,34.5,,,,
266 B,7,0,100,55,0,106,50.5,0,106,55.5,0,104,48,0,101,44,1,103,43,0,100,38.5,0,102,35,0,103,34.5,,,,
266 B,8,0,101,55,0,107,50.5,1,107,56,0,105,48,0,102,44,0,104,42.5,0,101,38.5,0,103,35,0,104,35,,,,
266 B,9,0,102,55.5,0,108,50.5,1,108,56.5,0,106,48.5,0,103,44,1,105,42,1,102,38,0,104,35,1,105,34.5,,,,
266 B,10,0,103,54.5,0,109,50.5,0,109,56.5,1,107,48.5,1,104,44,0,106,42.5,1,103,37.5,0,105,35,0,106,35,,,,Only has 8 roots 
296 B,1,1,97,57.8,0,96,54,0,96,48.5,0,96,46.5,0,98,39.5,0,99,32.5,0,99,31.5,0,100,31.5,,,,,,,
296 B,2,1,98,57.5,1,97,54,0,97,48,0,97,46.5,1,99,40,0,100,32.5,0,100,31.5,0,101,31,,,,,,,
296 B,3,1,99,58,1,98,54,0,98,48,0,98,46.5,0,100,40.5,1,101,32.5,0,101,31,0,102,31,,,,,,,
296 B,4,0,100,58,1,99,54,0,99,48,0,99,46.5,1,101,40.5,0,102,32.5,0,102,30.5,0,103,30.5,,,,,,,
296 B,5,`1,101,58,0,100,54,0,100,48,0,100,46.5,0,102,41,0,103,32.5,0,107,30,0,104,30,,,,,,,
296 B,6,1,102,58,0,101,53.5,0,101,48,0,101,46.5,0,103,41.5,0,104,32.5,0,107,29.5,1,105,29.5,,,,,,,
296 B,7,1,103,58,0,102,54,0,102,48.5,0,102,46.5,0,104,42,0,105,32.5,0,107,29,0,106,29,,,,,,,
296 B,8,0,104,58,1,103,54,0,103,48,0,103,46.5,0,105,42.5,0,106,32.5,0,107,29,0,107,29,,,,,,,
296 B,9,1,105,58,0,104,54,0,104,48,0,104,46.5,0,106,42.5,0,107,32.5,0,107,29,0,108,29.5,,,,,,,
296 B,10,0,106,58.5,1,105,54,0,105,48,0,105,46.5,0,107,42.5,0,108,32.5,0,108,29.5,1,109,29.5,,,,,,,
276 B,1,0,97,57,0,95,54.5,1,98,51.5,0,95,48.5,0,94,46.5,0,99,44.5,0,96,41.5,0,98,38,0,95,34.5,0,96,32.5,
276 B,2,0,98,57.5,0,96,54.5,1,99,52.5,0,96,48.5,1,95,46.5,0,100,44.5,0,97,41.5,1,99,38,0,96,34.5,0,97,32,
276 B,3,0,99,57.5,0,97,54.5,1,100,52.5,1,97,48.5,0,96,46,0,101,44.5,0,98,41.5,1,100,37.5,0,97,35,0,98,32,
276 B,4,0,100,57.5,0,98,54.5,0,101,52,0,98,48.5,1,97,46,0,102,43.5,0,99,41,1,101,37.5,1,98,35.5,0,99,32.5,
276 B,5,0,101,57.5,0,99,54.5,0,102,51.5,0,99,48.5,0,98,46.5,0,103,43.5,0,100,41,0,102,37.5,0,99,35.5,1,100,32.5,
276 B,6,0,102,57.5,1,100,54,0,103,50.5,0,100,49,0,99,46.5,0,104,43.5,0,101,41,1,103,37.5,1,100,35.5,0,101,32.5,
276 B,7,0,103,57,1,101,54,0,104,51,0,101,49.5,0,100,45.5,0,105,43.5,0,102,41,0,104,37.5,0,101,35,0,102,32.5,
276 B,8,0,104,57,0,102,54,0,105,51,0,102,50,1,101,46,0,106,44.5,0,103,41,0,105,37.5,0,102,36.5,0,103,32,
276 B,9,0,105,57.5,0,103,54,0,106,51,0,103,50,0,102,46,0,107,44,0,104,41,0,106,37.5,0,103,36.5,0,104,32.5,
276 B,10,0,106,57.5,1,104,54,0,107,51.5,1,104,50.5,0,103,46,1,108,44,0,105,41,0,107,38,0,104,36.5,0,105,32.5,
216 B,1,0,93,56,1,97,50,1,93,47.5,1,96,43.5,1,95,40.5,0,95,38.5,0,95,38.5,1,101,27,1,97,29.5,1,97,29,Unsure about accuracy because I kept seeing this grey blob infesting roots. I marked it as AMF although I am not sure. 
216 B,2,0,94,56,1,98,50.5,1,94,47,1,97,43,1,96,40.5,0,96,38.5,1,96,38.5,1,102,27,1,98,30,1,98,29.5,
216 B,3,0,95,56,1,99,51.5,1,95,46,1,98,42.5,1,97,40.5,1,97,39.5,0,97,38,1,103,27,1,99,30,1,99,29.5,
216 B,4,0,96,56,1,100,52,1,96,45.5,1,99,42.5,1,98,39.5,1,98,39.5,1,98,37.5,1,104,27,1,100,29.5,1,100,29.5,
216 B,5,0,97,56,1,101,52.5,1,97,45.5,1,100,42.5,1,99,39.5,1,99,40,1,99,37.5,1,105,27,1,101,30,1,101,29.5,
216 B,6,0,98,55.5,1,102,52,1,98,45.5,1,101,43,1,100,40,1,100,40,1,100,37.5,1,106,26.5,1,102,29.5,1,102,29,
216 B,7,0,99,55.5,1,103,53,1,99,45,1,102,43,1,101,41.5,1,101,41.5,1,101,37,1,107,26.5,1,103,29,1,103,29,
216 B,8,0,100,55.5,0,104,53,1,100,45,1,103,43,1,102,41.5,1,102,42,1,102,37,1,108,26.5,1,104,29,1,104,29,
216 B,9,0,101,55.5,1,105,52.5,1,101,45,1,104,43.5,1,103,42,1,103,42,1,103,37,1,109,26.5,1,105,29,1,105,29.5,
216 B,10,0,102,55.5,1,106,52,,102,45,1,105,43,1,104,42.5,1,104,42,1,104,37,0,110,26.5,1,106,28.5,0,106,29,
186 B,1,1,98,55.5,0,95,53,0,96,51,1,93,44,0,95,42,0,95,41,0,96,33,0,95,32.5,0,94,29.5,0,93,26.5,
186 B,2,1,99,56,0,96,53.5,1,97,50.5,0,94,45,0,96,42,0,96,41,0,97,33,0,96,32.5,0,95,29.5,0,94,25.5,
186 B,3,0,100,56.5,0,97,53,0,98,50.5,0,95,45,0,97,42,0,97,40.5,0,98,33.5,1,97,32.5,0,96,30,0,95,25,
186 B,4,0,101,57.5,0,98,54,0,99,50.5,0,96,45.5,1,98,42,1,98,41.5,0,99,34,1,98,32.5,0,97,30,0,96,24.5,
186 B,5,1,102,57.5,1,99,54,0,100,50,1,97,45.5,1,99,42.5,1,99,41.5,0,100,35,0,99,32.5,0,98,30,0,97,25,
186 B,6,0,103,58,0,100,53.5,0,101,50,1,98,45.5,1,100,42.5,1,100,42,0,101,37,0,100,32.5,0,99,30.5,0,98,25,
186 B,7,1,104,58,0,101,53.5,0,102,49,1,99,46,0,101,42.5,1,101,42,0,102,37,0,101,32.5,0,100,31,0,99,25.5,
186 B,8,1,105,58,0,102,53,0,103,49,1,100,46.5,0,102,42.5,1,102,42,0,103,37,0,102,32.5,1,101,31.5,0,100,26,
186 B,9,0,106,58,0,103,53,0,104,49,1,101,47,0,103,42.5,0,103,42,0,104,37,0,103,33,0,102,31.5,1,101,26,
186 B,10,0,107,58,1,104,53,0,105,49,1,102,47,0,104,42.5,0,104,42,1,105,36.5,0,104,33.5,0,103,31.5,0,102,26.5,
176 B,1,0,97,55.5,0,97,53,1,97,50,0,94,47.5,0,95,45,0,96,42.5,0,95,39.5,0,95,37,0,95,34,0,95,31,
176 B,2,0,98,55.5,0,98,53,1,98,50,1,95,47.5,0,96,44.5,1,97,42.5,0,96,38.5,0,96,37,0,96,33,1,96,30.5,
176 B,3,1,99,56,0,99,53,0,99,50,0,96,47.5,0,97,44,1,98,42,0,97,38,0,97,37,0,97,33,0,97,30.5,
176 B,4,1,100,56,0,100,53,1,100,50,0,97,47.5,0,98,44,0,99,42,0,98,37.5,0,98,37,0,98,32.5,1,98,30.5,
176 B,5,0,101,57,0,101,53.5,1,101,50,0,98,47,0,99,43.5,0,100,42,0,99,37.5,1,99,37,0,99,32.5,0,99,31,
176 B,6,0,102,57.5,1,102,54,1,102,50,0,99,47,0,100,43.5,0,101,42,0,100,37,0,100,36,0,100,32,1,100,31,
176 B,7,0,103,58,1,103,54,0,103,49,0,100,46,0,101,44,0,102,42,0,101,38,0,101,36,0,101,32,0,101,31,
176 B,8,0,104,58,1,104,54.5,1,104,49,0,101,45.5,0,102,44,0,103,41.5,0,102,38,1,102,36,1,102,32,0,102,31,
176 B,9,1,105,58,0,105,55,0,105,48,0,102,45,0,103,44,0,104,42,0,103,38,0,103,36,0,103,32,1,103,30.5,
176 B,10,1,106,58,0,106,55,0,106,48,0,103,45,0,104,43,0,105,41.5,0,104,38.5,0,104,36,1,104,32.5,0,104,30,
171 B,1,1,93,53,0,96,46,1,94,44.5,0,94,43,0,95,39,1,96,37,1,99,37.5,0,100,31,1,100,30,1,98,31.5,
171 B,2,1,94,53,0,97,46,0,95,45,0,95,42.5,0,96,39.5,1,97,37,0,100,37.5,1,101,31,1,101,29.5,1,99,31,
171 B,3,1,95,53,0,98,46,1,96,45,0,96,43,0,97,40,0,98,37,0,101,37.5,0,102,31,1,102,29,1,100,31,
171 B,4,1,96,54,0,99,46,1,97,45,1,97,43,0,98,40,0,99,37,0,102,38,1,103,31,1,103,29,0,101,31,
171 B,5,1,97,52,0,100,46,1,98,45.5,0,98,43.5,0,99,42,0,100,37,0,103,37.5,0,104,31.5,1,104,29,0,102,31,
171 B,6,0,98,51.5,0,101,47,1,99,46,1,99,42.5,0,100,42,1,101,37,0,104,38,0,105,32,1,105,29,0,103,27.5,
171 B,7,1,99,51,0,102,47,0,100,46,0,100,43,0,101,42,0,102,37,0,105,38,1,106,32,0,106,29.5,0,104,27.5,
171 B,8,1,100,50.5,0,103,48,1,101,46,0,101,43,0,102,42,0,103,38,1,106,38,1,107,32,1,107,30,0,105,27.5,
171 B,9,0,101,50.5,1,104,49,0,102,46,1,102,43,1,103,42,0,104,38,0,107,39,1,108,32,0,108,30,0,106,27.5,
171 B,10,1,102,51,1,105,49,0,103,47,0,103,43.5,1,104,42,0,105,39,0,108,39,1,109,32.5,1,109,31,1,107,28,
